id,age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, ethnicity, sex, capital-gain, capital-loss, hours-per-week, native-country, label(IsOver5falseK)
3658,33, Private,274222, Bachelors,13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,7688,0,38, United-States,TRUE
3659,21, Private,342575, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,30, United-States,FALSE
3660,30, Private,206051, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,TRUE
3661,55, Private,234213, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,FALSE
3662,57, Private,145189, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,FALSE
3663,37, Private,233490, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,FALSE
3664,32, Private,344129, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,TRUE
3665,62, Self-emp-not-inc,171315, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,TRUE
3666,31, Self-emp-not-inc,181485, Bachelors,13, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States,TRUE
3667,51, Private,255412, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France,TRUE
3668,37, Private,262409, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,213,45, United-States,FALSE
3669,45, Private,199590, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, Mexico,FALSE
3670,47, Private,84726, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,FALSE
3671,31, ?,226883, HS-grad,9, Divorced, ?, Own-child, White, Male,0,0,75, United-States,FALSE
3672,75, Self-emp-not-inc,184335, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States,FALSE
3673,43, Private,102025, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States,FALSE
3674,39, Private,183898, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,60, Germany,TRUE
3675,30, Private,55291, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,TRUE
3676,27, Private,150025, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Guatemala,FALSE
3677,44, Private,100584, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,FALSE
3678,53, Local-gov,181755, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,TRUE
3679,40, Private,150528, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,FALSE
3680,18, Private,107277, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,FALSE
3681,33, Private,247205, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, England,FALSE
3682,20, Private,291979, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,FALSE
3683,38, Private,270985, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States,FALSE
3684,48, Private,62605, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,FALSE
3685,46, Self-emp-not-inc,176863, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,FALSE
3686,51, Private,53197, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
3687,35, Self-emp-not-inc,267776, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,30, United-States,FALSE
3688,24, Private,308205, 7th-8th,4, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico,FALSE
3689,30, Private,306383, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States,FALSE
3690,70, Private,35494, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States,FALSE
3691,26, Private,291968, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States,FALSE
3692,34, Private,80933, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,40, United-States,FALSE
3693,46, Private,271828, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,TRUE
3694,70, Private,121993, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,5, United-States,FALSE
3695,37, Local-gov,31023, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,FALSE
3696,36, Self-emp-not-inc,36425, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States,FALSE
3697,23, Private,407684, 9th,5, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico,FALSE
3698,28, Private,241895, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1628,40, United-States,FALSE
3699,44, Self-emp-not-inc,158555, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,TRUE
3700,58, Private,140363, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,3325,0,30, United-States,FALSE
3701,53, Private,123429, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,TRUE
3702,23, Private,40060, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,FALSE
3703,26, Private,290286, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,FALSE
3704,21, ?,249271, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,FALSE
3705,34, Local-gov,106169, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,FALSE
3706,43, Private,76487, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
3707,22, Private,437994, Some-college,10, Never-married, Other-service, Other-relative, Black, Male,0,0,20, United-States,FALSE
3708,41, Private,113555, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7298,0,50, United-States,TRUE
3709,36, Private,160120, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam,FALSE
3710,41, Local-gov,343079, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1740,20, United-States,FALSE
3711,27, Private,406662, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,4416,0,40, United-States,FALSE
3712,42, Self-emp-not-inc,37618, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,FALSE
3713,27, Private,114158, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,FALSE
3714,41, Private,115562, HS-grad,9, Divorced, Protective-serv, Own-child, White, Male,0,0,40, United-States,FALSE
3715,32, Private,353994, Bachelors,13, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,40, China,TRUE
3716,21, Private,344891, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States,FALSE
3717,44, Private,286750, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States,TRUE
3718,29, Private,194197, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,FALSE
3719,19, Self-emp-not-inc,206599, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,22, United-States,FALSE
3720,21, Local-gov,596776, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Guatemala,FALSE
3721,46, Private,56841, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,FALSE
3722,38, Private,112561, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,TRUE
3723,43, Private,147110, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,48, United-States,TRUE
3724,54, Self-emp-inc,175339, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,TRUE
3725,38, Private,234901, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States,TRUE
3726,18, ?,298133, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,FALSE
3727,50, Private,217083, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,TRUE
3728,30, Private,97757, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States,TRUE
3729,30, Private,151868, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
3730,28, Local-gov,25864, HS-grad,9, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States,FALSE
3731,26, Private,109419, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,FALSE
3732,37, Federal-gov,203070, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States,FALSE
3733,32, Private,107843, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5178,0,50, United-States,TRUE
3734,64, State-gov,264544, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,5, United-States,TRUE
3735,18, Private,148644, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,28, United-States,FALSE
3736,30, Private,125762, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, United-States,FALSE
3737,36, ?,53606, Assoc-voc,11, Married-civ-spouse, ?, Wife, White, Female,3908,0,8, United-States,FALSE
3738,18, Private,193741, 11th,7, Never-married, Other-service, Other-relative, Black, Male,0,0,30, United-States,FALSE
3739,27, Private,588905, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
3740,49, Private,115613, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,FALSE
3741,46, State-gov,222374, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,43, United-States,TRUE
3742,37, Private,185359, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,FALSE
3743,30, Private,173647, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,FALSE
3744,29, Private,31166, HS-grad,9, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,30, Germany,FALSE
3745,22, ?,517995, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, Mexico,FALSE
3746,25, Self-emp-not-inc,189027, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States,FALSE
3747,38, Private,296125, HS-grad,9, Separated, Priv-house-serv, Unmarried, Black, Female,0,0,30, United-States,FALSE
3748,32, ?,640383, Bachelors,13, Divorced, ?, Unmarried, White, Female,0,0,40, United-States,FALSE
3749,35, Private,334291, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,FALSE
3750,56, Private,318450, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,80, United-States,TRUE
3751,29, Private,174163, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,FALSE
3752,41, Private,119721, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,FALSE
3753,47, Private,142719, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,FALSE
3754,23, Private,162593, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,FALSE
3755,46, Self-emp-not-inc,236852, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,TRUE
3756,28, Local-gov,154863, HS-grad,9, Never-married, Protective-serv, Other-relative, Black, Male,0,1876,40, United-States,FALSE
3757,39, Private,168894, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States,FALSE
3758,42, Self-emp-not-inc,344920, Some-college,10, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,50, United-States,FALSE
3759,39, Private,33355, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,48, United-States,TRUE
3760,68, ?,196782, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States,FALSE
3761,37, Self-emp-inc,291518, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,55, United-States,TRUE
3762,57, Private,170244, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,FALSE
3763,22, Private,369549, Some-college,10, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States,FALSE
3764,24, Private,23438, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States,TRUE
3765,19, Private,202673, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States,FALSE
3766,55, Private,171780, Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Female,0,0,30, United-States,FALSE
3767,37, Local-gov,264503, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,FALSE
3768,37, Local-gov,244341, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,FALSE
3769,28, Private,209109, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States,FALSE
3770,27, Private,187392, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,FALSE
3771,40, State-gov,119578, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States,FALSE
3772,51, Private,195105, HS-grad,9, Divorced, Priv-house-serv, Own-child, White, Female,0,0,40, United-States,FALSE
3773,52, Private,101752, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,56, United-States,FALSE
3774,74, ?,95825, Some-college,10, Widowed, ?, Not-in-family, White, Female,0,0,3, United-States,FALSE
3775,49, Self-emp-inc,362654, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,TRUE
3776,20, ?,29810, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States,FALSE
3777,40, Federal-gov,77332, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,FALSE
3778,80, Private,87518, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,1816,60, United-States,FALSE
3779,63, Private,113324, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,FALSE
3780,63, Private,96299, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,45, United-States,TRUE
3781,51, Private,237729, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,FALSE
3782,23, Private,200973, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,FALSE
3783,66, Self-emp-not-inc,212456, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male,0,0,20, United-States,FALSE
3784,33, Self-emp-not-inc,131568, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,66, United-States,FALSE
3785,49, Private,185859, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States,FALSE
3786,20, Private,231981, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,32, United-States,FALSE
3787,33, Self-emp-inc,117963, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States,TRUE
3788,26, Private,78172, Some-college,10, Married-AF-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,FALSE
3789,52, Private,164135, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,TRUE
3790,33, Private,171216, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,TRUE
3791,47, Private,140664, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States,FALSE
3792,23, Private,249277, HS-grad,9, Never-married, Exec-managerial, Own-child, Black, Male,0,0,75, United-States,FALSE
3793,53, Federal-gov,117847, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,FALSE
3794,19, Private,52372, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,FALSE
